# Species	Genes	Alg.-Conn.	Pb_filNoH.faa	Pc_filNoH.faa	Pf_filNoH.faa	Pk_filNoH.faa	Pv_filNoH.faa	Py_filNoH.faa	Tg_filNoH.faa	h_tartakovskyi_filteredNoH.faa
6	6	0.0447	5461_g	53_g	4688_g	60_g	49_g	883_g	*	*
6	6	0.0447	637_g	3365_g	838_g	3442_g	3348_g	4519_g	*	*
5	8	0.22	2507_g	1885_g	3727_g,4930_g,3730_g	*	4066_g,1849_g	959_g	*	*
5	8	0.156	6425_g	3172_g,3173_g	4816_g	3245_g,3246_g	3150_g,3151_g	*	*	*
5	7	0.143	*	4754_g	2902_g	4864_g	5528_g,5568_g,4752_g	*	*	2028_g
5	6	0.667	*	2514_g	2508_g	*	2475_g	1556_g	10648_g,11445_g	*
5	6	0.667	1927_g	*	781_g	2190_g	*	1190_g	11258_g,12055_g	*
5	6	0.667	973_g	*	2203_g	*	*	1271_g	2916_g,3597_g	613_g
5	6	0.5	*	*	327_g	978_g	930_g	315_g	10211_g,12311_g	*
5	6	0.5	*	*	4237_g	4093_g	3998_g	*	1707_g,890_g	3142_g
5	6	0.5	*	402_g	580_g	*	*	1713_g	9143_g,13523_g	1447_g
5	6	0.5	*	4309_g	*	4412_g	4316_g	*	10969_g,11766_g	1636_g
5	6	0.5	2817_g	2258_g	*	*	2217_g	1310_g	2577_g,3258_g	*
5	6	0.5	2838_g	3744_g	3985_g	3822_g	*	*	10552_g,11349_g	*
5	6	0.5	3632_g	*	1914_g	1155_g	*	480_g	11116_g,11913_g	*
5	6	0.5	4172_g	1420_g	*	1463_g	1394_g	*	7332_g,7587_g	*
5	6	0.5	550_g	*	*	1732_g	1647_g	2597_g	11172_g,11969_g	*
5	6	0.5	6866_g	*	3890_g	*	*	670_g	10652_g,11449_g	2019_g
5	6	0.431	*	1479_g	2083_g	1525_g	1457_g	*	933_g,1750_g	*
5	6	0.431	2774_g	*	1147_g	*	*	3391_g	11163_g,11960_g	3500_g
5	6	0.333	*	*	1601_g	1624_g	1549_g	*	9672_g,12989_g	415_g
5	6	0.333	*	*	634_g	353_g	*	1766_g	5665_g,6582_g	1260_g
5	6	0.333	*	1052_g	*	1085_g	1032_g	414_g	6767_g,8145_g	*
5	6	0.333	*	1101_g	1931_g	1136_g	1082_g	*	4781_g,5253_g	*
5	6	0.333	*	3609_g	3260_g	3693_g	*	*	7200_g,7717_g	2179_g
5	6	0.333	*	820_g	453_g	855_g	*	206_g	5630_g,6616_g	*
5	6	0.333	1328_g	343_g	638_g	*	*	1771_g	7316_g,7603_g	*
5	6	0.333	6601_g	*	4474_g	293_g	263_g	*	2613_g,3294_g	*
5	6	0.333	7206_g	*	3750_g	4494_g	*	2826_g	10918_g,11715_g	*
5	6	0.283	*	2909_g	5044_g	2987_g	2879_g	*	8546_g,4531_g	*
5	6	0.211	*	*	2255_g	2331_g	*	1321_g	4619_g,5091_g	3103_g
5	6	0.167	*	*	3513_g	679_g	634_g	135_g	10289_g,12235_g	*
5	6	0.167	*	2031_g	153_g	*	1988_g	*	3829_g,3148_g	641_g
5	6	0.167	1344_g	778_g	*	815_g	*	4640_g	10904_g,11701_g	*
5	6	0.167	4443_g	4395_g	*	*	*	2813_g	6807_g,8105_g	2428_g
5	6	0.167	6397_g	*	*	3018_g	2907_g	3375_g	9812_g,12711_g	*
5	6	0.152	5489_g,3029_g	2900_g	5034_g	2977_g	2868_g	*	*	*
5	6	0.149	*	4230_g	3899_g	4333_g	*	660_g	542_g,632_g	*
5	6	0.149	*	4833_g	2976_g	*	4825_g	3643_g	9181_g,13484_g	*
5	6	0.149	3756_g	423_g	*	*	408_g	1697_g	7319_g,7600_g	*
5	6	0.149	6820_g	*	2905_g	*	*	3712_g	956_g,1773_g	3466_g
5	6	0.127	*	*	*	4385_g	4277_g	2937_g	9430_g,13237_g	1720_g
5	6	0.127	*	1406_g	*	1450_g	1382_g	4814_g	10655_g,11452_g	*
5	6	0.127	4132_g	*	4633_g	*	104_g	827_g	963_g,1780_g	*
5	6	0.127	5349_g	3972_g	4216_g	*	3975_g	*	3086_g,3767_g	*
5	6	0.12	1032_g,5507_g	4386_g	3746_g	4497_g	4393_g	*	*	*
5	6	0.116	4656_g,3149_g	*	847_g	3431_g	3339_g	4511_g	*	*
5	6	0.11	5358_g,556_g	*	1787_g	1299_g	*	4668_g	*	218_g
5	5	1	*	1271_g	1771_g	1316_g	1250_g	4685_g	*	*
5	5	1	*	1353_g	1690_g	1399_g	1331_g	4762_g	*	*
5	5	1	*	1411_g	1967_g	1455_g	1387_g	4819_g	*	*
5	5	1	*	1414_g	1969_g	1458_g	1389_g	4821_g	*	*
5	5	1	*	1445_g	2048_g	1491_g	1422_g	4077_g	*	*
5	5	1	*	1500_g	2102_g	1547_g	1476_g	3310_g	*	*
5	5	1	*	1901_g	28_g	1937_g	1865_g	962_g	*	*
5	5	1	*	1914_g	41_g	1949_g	1877_g	975_g	*	*
5	5	1	*	2132_g	788_g	2183_g	2089_g	1183_g	*	*
5	5	1	*	2219_g	2202_g	2280_g	2176_g	1270_g	*	*
5	5	1	*	2413_g	2400_g	2482_g	2371_g	1461_g	*	*
5	5	1	*	2458_g	2451_g	2530_g	2417_g	1502_g	*	*
5	5	1	*	2496_g	2491_g	2570_g	2459_g	1541_g	*	*
5	5	1	*	2548_g	1032_g	2614_g	2522_g	2357_g	*	*
5	5	1	*	2599_g	1082_g	2670_g	2575_g	686_g	*	*
5	5	1	*	265_g	4483_g	283_g	253_g	4439_g	*	*
5	5	1	*	273_g	4476_g	291_g	261_g	4447_g	*	*
5	5	1	*	330_g	650_g	335_g	320_g	1783_g	*	*
5	5	1	*	3391_g	5089_g	3471_g	3374_g	4544_g	*	*
5	5	1	*	3426_g	5116_g	3504_g	3422_g	4571_g	*	*
5	5	1	*	3437_g	5127_g	3515_g	3433_g	4583_g	*	*
5	5	1	*	3456_g	5143_g	3534_g	3450_g	4603_g	*	*
5	5	1	*	3556_g	3209_g	3637_g	3564_g	3171_g	*	*
5	5	1	*	3592_g	3245_g	3677_g	3696_g	3135_g	*	*
5	5	1	*	3634_g	3284_g	3718_g	3659_g	3100_g	*	*
5	5	1	*	3699_g	3351_g	3787_g	3597_g	*	*	1080_g
5	5	1	*	3785_g	4025_g	3866_g	3781_g	*	*	698_g
5	5	1	*	392_g	591_g	400_g	381_g	1724_g	*	*
5	5	1	*	3989_g	4231_g	4085_g	3991_g	2074_g	*	*
5	5	1	*	4035_g	4276_g	4133_g	4038_g	2027_g	*	*
5	5	1	*	4177_g	3134_g	4274_g	4189_g	3619_g	*	*
5	5	1	*	4559_g	2720_g	4674_g	4568_g	3895_g	*	*
5	5	1	*	4591_g	2749_g	4703_g	4596_g	3870_g	*	*
5	5	1	*	4625_g	2780_g	4736_g	*	3838_g	*	1037_g
5	5	1	*	502_g	3668_g	513_g	481_g	1623_g	*	*
5	5	1	*	5_g	4737_g	7_g	1_g	929_g	*	*
5	5	1	*	635_g	*	651_g	610_g	782_g	*	2114_g
5	5	1	3946_g	1501_g	2103_g	1548_g	1477_g	*	*	*
5	5	1	606_g	4747_g	*	4857_g	4746_g	3720_g	*	*
5	5	1	6694_g	4286_g	3848_g	*	4293_g	2921_g	*	*
5	5	0.6	*	*	1244_g	2887_g	2786_g	1892_g	*	45_g
5	5	0.6	*	*	1857_g	1220_g	1158_g	542_g	*	525_g
5	5	0.6	*	*	2249_g	2325_g	2222_g	1315_g	*	247_g
5	5	0.6	*	*	4487_g	279_g	249_g	4435_g	*	2444_g
5	5	0.6	*	1011_g	264_g	1045_g	992_g	374_g	*	*
5	5	0.6	*	103_g	4641_g	111_g	96_g	832_g	*	*
5	5	0.6	*	1103_g	1928_g	1139_g	1085_g	466_g	*	*
5	5	0.6	*	1123_g	1907_g	1162_g	1105_g	487_g	*	*
5	5	0.6	*	1398_g	1643_g	1443_g	1373_g	4808_g	*	*
5	5	0.6	*	1504_g	2106_g	1551_g	1480_g	3312_g	*	*
5	5	0.6	*	1597_g	1581_g	1645_g	1569_g	2671_g	*	*
5	5	0.6	*	1625_g	1549_g	1686_g	1600_g	2642_g	*	*
5	5	0.6	*	1644_g	1532_g	1704_g	1617_g	2626_g	*	*
5	5	0.6	*	1647_g	1530_g	*	1619_g	2624_g	*	1605_g
5	5	0.6	*	1749_g	*	1792_g	1720_g	2523_g	*	2575_g
5	5	0.6	*	1835_g	1341_g	1877_g	1803_g	2446_g	*	*
5	5	0.6	*	2083_g	207_g	2126_g	2039_g	1132_g	*	*
5	5	0.6	*	2499_g	2494_g	2577_g	2462_g	1544_g	*	*
5	5	0.6	*	2541_g	1024_g	2607_g	2515_g	2364_g	*	*
5	5	0.6	*	2589_g	1074_g	2662_g	2564_g	677_g	*	*
5	5	0.6	*	2794_g	1227_g	2868_g	2770_g	1908_g	*	*
5	5	0.6	*	304_g	4458_g	312_g	293_g	4465_g	*	*
5	5	0.6	*	3265_g	934_g	3331_g	3245_g	3205_g	*	*
5	5	0.6	*	3451_g	5138_g	3529_g	3445_g	4598_g	*	*
5	5	0.6	*	3537_g	3188_g	3614_g	3542_g	1825_g	*	*
5	5	0.6	*	3751_g	3992_g	3829_g	3747_g	2955_g	*	*
5	5	0.6	*	3754_g	3995_g	3832_g	3750_g	2952_g	*	*
5	5	0.6	*	4184_g	3141_g	*	4196_g	617_g	*	345_g
5	5	0.6	*	431_g	554_g	441_g	416_g	1691_g	*	*
5	5	0.6	*	4400_g	3731_g	4511_g	4407_g	2806_g	*	*
5	5	0.6	*	4494_g	2654_g	4609_g	4502_g	3955_g	*	*
5	5	0.6	*	634_g	*	650_g	609_g	783_g	*	1976_g
5	5	0.6	*	949_g	324_g	981_g	934_g	318_g	*	*
5	5	0.6	*	999_g	274_g	1030_g	983_g	*	*	1509_g
5	5	0.6	1194_g	*	1439_g	1779_g	*	2536_g	*	1_g
5	5	0.6	1271_g	4536_g	2697_g	*	4545_g	3917_g	*	*
5	5	0.6	1903_g	4246_g	3883_g	4362_g	*	*	*	373_g
5	5	0.6	2216_g	1153_g	1876_g	1196_g	*	517_g	*	*
5	5	0.6	2773_g	2959_g	*	3037_g	2924_g	3392_g	*	*
5	5	0.6	2804_g	4367_g	3763_g	4476_g	*	2838_g	*	*
5	5	0.6	2844_g	4831_g	*	4937_g	4823_g	3645_g	*	*
5	5	0.6	2856_g	*	*	1356_g	1290_g	4723_g	*	2766_g
5	5	0.6	2916_g	2785_g	4335_g	*	2761_g	*	*	1277_g
5	5	0.6	2986_g	4301_g	3832_g	*	4308_g	2906_g	*	*
5	5	0.6	3769_g	1819_g	*	1861_g	1785_g	2460_g	*	*
5	5	0.6	377_g	*	3628_g	556_g	521_g	1585_g	*	*
5	5	0.6	4380_g	1701_g	1475_g	*	*	2569_g	*	822_g
5	5	0.6	6833_g	*	729_g	2721_g	2622_g	730_g	*	*
5	5	0.4	*	1020_g	255_g	1053_g	1001_g	383_g	*	*
5	5	0.4	*	1150_g	1879_g	1193_g	1134_g	514_g	*	*
5	5	0.4	*	1215_g	1820_g	1261_g	1197_g	581_g	*	*
5	5	0.4	*	1265_g	1776_g	1311_g	1244_g	4680_g	*	*
5	5	0.4	*	1530_g	2131_g	1577_g	1508_g	3337_g	*	*
5	5	0.4	*	158_g	4586_g	170_g	152_g	4338_g	*	*
5	5	0.4	*	1599_g	1578_g	1647_g	1571_g	2669_g	*	*
5	5	0.4	*	15_g	4725_g	18_g	11_g	918_g	*	*
5	5	0.4	*	1645_g	1531_g	1705_g	1618_g	2625_g	*	*
5	5	0.4	*	1726_g	1451_g	1773_g	1696_g	*	*	2170_g
5	5	0.4	*	1840_g	1338_g	1881_g	1807_g	2443_g	*	*
5	5	0.4	*	2079_g	204_g	2123_g	2036_g	1129_g	*	*
5	5	0.4	*	2264_g	*	2328_g	2224_g	1317_g	*	1191_g
5	5	0.4	*	2295_g	2282_g	2361_g	2255_g	*	*	391_g
5	5	0.4	*	2388_g	2374_g	2462_g	2345_g	1435_g	*	*
5	5	0.4	*	2513_g	2507_g	2590_g	2474_g	1555_g	*	*
5	5	0.4	*	263_g	4485_g	281_g	251_g	4437_g	*	*
5	5	0.4	*	2898_g	5032_g	2975_g	2866_g	2739_g	*	*
5	5	0.4	*	2980_g	1161_g	3050_g	2934_g	3404_g	*	*
5	5	0.4	*	3138_g	4844_g	3213_g	3111_g	4168_g	*	*
5	5	0.4	*	3189_g	4801_g	3262_g	3166_g	4128_g	*	*
5	5	0.4	*	3515_g	3165_g	3591_g	3521_g	1847_g	*	*
5	5	0.4	*	3525_g	3175_g	3601_g	3530_g	1837_g	*	*
5	5	0.4	*	3585_g	*	3669_g	3703_g	3142_g	*	481_g
5	5	0.4	*	3586_g	*	3670_g	3702_g	3141_g	*	480_g
5	5	0.4	*	368_g	614_g	375_g	*	1746_g	*	1427_g
5	5	0.4	*	376_g	605_g	384_g	366_g	1738_g	*	*
5	5	0.4	*	3812_g	4050_g	3894_g	3806_g	2256_g	*	*
5	5	0.4	*	3836_g	4075_g	*	3827_g	2232_g	*	1856_g
5	5	0.4	*	3934_g	4174_g	4019_g	3929_g	2132_g	*	*
5	5	0.4	*	4171_g	3131_g	4268_g	4185_g	3615_g	*	*
5	5	0.4	*	4258_g	3872_g	4375_g	4268_g	2304_g	*	*
5	5	0.4	*	4260_g	3870_g	4377_g	4270_g	2302_g	*	*
5	5	0.4	*	4578_g	2737_g	4690_g	4583_g	3881_g	*	*
5	5	0.4	*	4698_g	2852_g	4809_g	4698_g	3763_g	*	*
5	5	0.4	*	604_g	3569_g	621_g	578_g	4306_g	*	*
5	5	0.4	*	731_g	3437_g	761_g	710_g	62_g	*	*
5	5	0.4	*	7_g	4735_g	9_g	3_g	927_g	*	*
5	5	0.4	*	814_g	459_g	850_g	799_g	200_g	*	*
5	5	0.4	1227_g	*	857_g	3412_g	3321_g	4501_g	*	*
5	5	0.4	1373_g	758_g	*	794_g	734_g	37_g	*	*
5	5	0.4	1643_g	*	446_g	862_g	812_g	213_g	*	*
5	5	0.4	1934_g	2869_g	5004_g	2947_g	2839_g	*	*	*
5	5	0.4	2071_g	*	4602_g	156_g	136_g	797_g	*	*
5	5	0.4	225_g	4589_g	2747_g	4699_g	4594_g	*	*	*
5	5	0.4	2760_g	1967_g	*	2006_g	1928_g	1027_g	*	*
5	5	0.4	284_g	3999_g	4240_g	4096_g	4001_g	*	*	*
5	5	0.4	3552_g	1439_g	2041_g	1485_g	*	4071_g	*	*
5	5	0.4	36_g	*	256_g	1052_g	1000_g	382_g	*	*
5	5	0.4	4102_g	430_g	555_g	440_g	415_g	*	*	*
5	5	0.4	4365_g	4584_g	*	*	4589_g	3875_g	*	3096_g
5	5	0.4	6553_g	4213_g	3916_g	4317_g	4224_g	*	*	*
5	5	0.4	6703_g	2915_g	5050_g	2994_g	2884_g	*	*	*
5	5	0.4	6980_g	2269_g	*	2333_g	2230_g	1322_g	*	*
5	5	0.4	718_g	*	3484_g	713_g	665_g	*	*	2876_g
5	5	0.317	*	*	2495_g	2578_g	2463_g	1545_g	*	2109_g
5	5	0.317	*	13_g	*	16_g	9_g	920_g	*	490_g
5	5	0.317	*	1651_g	1526_g	1710_g	1623_g	2620_g	*	*
5	5	0.317	*	2379_g	*	2454_g	2336_g	1426_g	*	2666_g
5	5	0.317	*	2560_g	1044_g	2631_g	2535_g	2345_g	*	*
5	5	0.317	*	271_g	4478_g	289_g	259_g	4445_g	*	*
5	5	0.317	*	2930_g	5064_g	3008_g	2897_g	3365_g	*	*
5	5	0.317	*	2934_g	*	3012_g	2901_g	3369_g	*	1592_g
5	5	0.317	*	3182_g	4808_g	3255_g	3159_g	4135_g	*	*
5	5	0.317	*	3444_g	5133_g	3523_g	3439_g	4589_g	*	*
5	5	0.317	*	3561_g	3214_g	3642_g	3569_g	3167_g	*	*
5	5	0.317	*	3632_g	3282_g	3716_g	3661_g	3102_g	*	*
5	5	0.317	*	3789_g	*	3870_g	3785_g	2278_g	*	1883_g
5	5	0.317	*	385_g	598_g	393_g	375_g	1731_g	*	*
5	5	0.317	*	4200_g	3929_g	4301_g	4212_g	633_g	*	*
5	5	0.317	*	4295_g	3837_g	4397_g	4302_g	2912_g	*	*
5	5	0.317	*	494_g	*	505_g	474_g	1631_g	*	1150_g
5	5	0.317	*	551_g	3621_g	567_g	528_g	*	*	2778_g
5	5	0.317	*	574_g	*	589_g	551_g	4276_g	*	448_g
5	5	0.317	*	947_g	326_g	979_g	932_g	316_g	*	*
5	5	0.317	*	951_g	322_g	983_g	*	320_g	*	1476_g
5	5	0.317	*	98_g	4644_g	108_g	93_g	835_g	*	*
5	5	0.317	1341_g	258_g	4489_g	277_g	247_g	*	*	*
5	5	0.317	1856_g	3790_g	4029_g	3871_g	3786_g	*	*	*
5	5	0.317	1915_g	3804_g	4041_g	3885_g	*	2265_g	*	*
5	5	0.317	3190_g	1799_g	1379_g	*	1766_g	2478_g	*	*
5	5	0.317	3254_g	238_g	4508_g	*	226_g	4413_g	*	*
5	5	0.317	671_g	2497_g	2492_g	*	2460_g	*	*	1839_g
5	5	0.276	*	*	2959_g	4921_g	4808_g	3658_g	*	2384_g
5	5	0.276	*	*	3204_g	3632_g	3559_g	3175_g	*	2473_g
5	5	0.276	*	1524_g	2123_g	1570_g	1501_g	3329_g	*	*
5	5	0.276	*	187_g	4557_g	198_g	181_g	4365_g	*	*
5	5	0.276	*	2317_g	2304_g	2385_g	2276_g	1367_g	*	*
5	5	0.276	*	2809_g	1242_g	2885_g	2784_g	1894_g	*	*
5	5	0.276	*	298_g	4464_g	306_g	287_g	4459_g	*	*
5	5	0.276	*	307_g	4455_g	315_g	296_g	4468_g	*	*
5	5	0.276	*	3311_g	887_g	3381_g	3291_g	3248_g	*	*
5	5	0.276	*	3328_g	871_g	3397_g	3306_g	4488_g	*	*
5	5	0.276	*	3458_g	5145_g	3536_g	3452_g	3023_g	*	*
5	5	0.276	*	3483_g	5174_g	3563_g	3477_g	2997_g	*	*
5	5	0.276	*	391_g	592_g	399_g	380_g	1725_g	*	*
5	5	0.276	*	3940_g	4180_g	4024_g	3936_g	2127_g	*	*
5	5	0.276	*	4300_g	3833_g	4402_g	4307_g	2907_g	*	*
5	5	0.276	1405_g	4749_g	*	4858_g	4747_g	3719_g	*	*
5	5	0.276	1794_g	4776_g	2923_g	4883_g	*	3694_g	*	*
5	5	0.276	2049_g	3560_g	3213_g	3641_g	*	3168_g	*	*
5	5	0.276	2310_g	4659_g	2811_g	4767_g	4658_g	*	*	*
5	5	0.276	2359_g	2090_g	*	2135_g	2046_g	1140_g	*	*
5	5	0.276	2537_g	549_g	3623_g	565_g	*	1580_g	*	*
5	5	0.276	2803_g	*	3765_g	4474_g	4375_g	2839_g	*	*
5	5	0.276	2922_g	*	*	1989_g	1913_g	1012_g	*	1836_g
5	5	0.276	3586_g	*	*	2889_g	2788_g	1890_g	*	2163_g
5	5	0.276	3738_g	1689_g	1486_g	*	1662_g	2580_g	*	*
5	5	0.276	4302_g	1804_g	1375_g	1846_g	*	2474_g	*	*
5	5	0.276	6554_g	4212_g	3917_g	4316_g	*	644_g	*	*
5	5	0.276	7110_g	3645_g	*	3727_g	3650_g	*	*	3649_g
5	5	0.276	729_g	*	456_g	853_g	802_g	203_g	*	*
5	5	0.276	914_g	3780_g	4020_g	3858_g	3776_g	*	*	*
5	5	0.276	953_g	3697_g	3349_g	*	3599_g	3039_g	*	*
5	5	0.2	*	128_g	4616_g	140_g	121_g	811_g	*	*
5	5	0.2	*	1392_g	1650_g	1437_g	1366_g	4801_g	*	*
5	5	0.2	*	1474_g	*	1521_g	1453_g	3289_g	*	2784_g
5	5	0.2	*	147_g	4598_g	159_g	140_g	793_g	*	*
5	5	0.2	*	1489_g	2092_g	1537_g	1466_g	3302_g	*	*
5	5	0.2	*	1543_g	1629_g	1594_g	1522_g	3349_g	*	*
5	5	0.2	*	1567_g	*	1621_g	1546_g	2697_g	*	417_g
5	5	0.2	*	1638_g	1538_g	1698_g	1611_g	2632_g	*	*
5	5	0.2	*	1690_g	1485_g	1746_g	1663_g	*	*	894_g
5	5	0.2	*	1712_g	1464_g	1767_g	1683_g	2558_g	*	*
5	5	0.2	*	1858_g	1319_g	1900_g	*	2426_g	*	282_g
5	5	0.2	*	1940_g	67_g	1977_g	1902_g	*	*	240_g
5	5	0.2	*	1991_g	*	*	1950_g	1048_g	6732_g	697_g
5	5	0.2	*	2257_g	2242_g	2318_g	2215_g	1308_g	*	*
5	5	0.2	*	2389_g	2375_g	2463_g	2346_g	1436_g	*	*
5	5	0.2	*	2411_g	2398_g	2480_g	2369_g	*	*	825_g
5	5	0.2	*	2503_g	*	2580_g	2465_g	1546_g	*	3529_g
5	5	0.2	*	2640_g	734_g	*	2617_g	725_g	*	3542_g
5	5	0.2	*	2786_g	4334_g	2859_g	2762_g	1917_g	*	*
5	5	0.2	*	3023_g	1204_g	3093_g	2976_g	3449_g	*	*
5	5	0.2	*	3086_g	4895_g	3154_g	3059_g	4218_g	*	*
5	5	0.2	*	3275_g	925_g	3340_g	3254_g	3213_g	*	*
5	5	0.2	*	3896_g	4136_g	3978_g	3890_g	2170_g	*	*
5	5	0.2	*	4169_g	3129_g	4266_g	4183_g	3613_g	*	*
5	5	0.2	*	4207_g	3922_g	4309_g	4219_g	*	*	3027_g
5	5	0.2	*	4244_g	3885_g	*	4254_g	2316_g	*	375_g
5	5	0.2	*	4375_g	3756_g	4484_g	4384_g	2832_g	*	*
5	5	0.2	*	4428_g	2583_g	4533_g	4431_g	4023_g	*	*
5	5	0.2	*	4496_g	2656_g	4610_g	4504_g	3953_g	*	*
5	5	0.2	*	4684_g	2837_g	4793_g	4683_g	3776_g	*	*
5	5	0.2	*	4699_g	*	4810_g	4699_g	3762_g	*	411_g
5	5	0.2	*	539_g	3632_g	552_g	517_g	1588_g	*	*
5	5	0.2	*	589_g	3583_g	604_g	564_g	4291_g	*	*
5	5	0.2	*	605_g	3568_g	622_g	579_g	4307_g	*	*
5	5	0.2	*	645_g	3529_g	662_g	619_g	773_g	*	*
5	5	0.2	*	676_g	3499_g	698_g	650_g	120_g	*	*
5	5	0.2	*	688_g	3483_g	714_g	666_g	106_g	*	*
5	5	0.2	*	711_g	3460_g	736_g	689_g	82_g	*	*
5	5	0.2	*	9_g	4733_g	11_g	5_g	925_g	*	*
5	5	0.2	1082_g	975_g	299_g	1006_g	959_g	*	*	*
5	5	0.2	145_g	2048_g	171_g	*	2006_g	1099_g	*	*
5	5	0.2	1529_g	3442_g	5131_g	3519_g	*	4587_g	*	*
5	5	0.2	1640_g	*	*	371_g	353_g	1750_g	*	628_g
5	5	0.2	1651_g	3174_g	4815_g	3247_g	3152_g	*	*	*
5	5	0.2	1713_g	1609_g	1565_g	*	1583_g	2658_g	*	*
5	5	0.2	1843_g	751_g	*	787_g	727_g	44_g	*	*
5	5	0.2	198_g	2604_g	1087_g	2675_g	2580_g	*	*	*
5	5	0.2	2082_g	1697_g	*	*	1669_g	2574_g	*	2902_g
5	5	0.2	2429_g	*	1125_g	2144_g	2054_g	1148_g	*	*
5	5	0.2	2790_g	2202_g	2185_g	2261_g	*	1251_g	*	*
5	5	0.2	2824_g	*	1646_g	*	1370_g	4805_g	*	567_g
5	5	0.2	2953_g	*	1692_g	1397_g	1329_g	*	*	663_g
5	5	0.2	2984_g	1131_g	1900_g	1171_g	*	495_g	*	*
5	5	0.2	3034_g	1243_g	1795_g	*	1222_g	607_g	*	*
5	5	0.2	3211_g	3678_g	*	3767_g	3617_g	3056_g	*	*
5	5	0.2	3260_g	*	1115_g	2133_g	*	1138_g	*	2313_g
5	5	0.2	3262_g	*	*	2357_g	2250_g	1341_g	*	1258_g
5	5	0.2	3324_g	2725_g	4400_g	2789_g	*	1978_g	*	*
5	5	0.2	3394_g	840_g	436_g	874_g	822_g	*	*	*
5	5	0.2	3694_g	3887_g	4127_g	*	3881_g	2178_g	*	*
5	5	0.2	3700_g	2115_g	*	*	2073_g	1167_g	*	565_g
5	5	0.2	3759_g	1930_g	57_g	*	1893_g	991_g	*	*
5	5	0.2	3822_g	4070_g	*	*	4089_g	3519_g	*	2993_g
5	5	0.2	3911_g	*	*	4819_g	4709_g	3753_g	*	3520_g
5	5	0.2	3941_g	*	4625_g	*	*	819_g	6380_g	725_g
5	5	0.2	4011_g	2479_g	2472_g	2552_g	2439_g	*	*	*
5	5	0.2	4075_g	879_g	397_g	*	859_g	257_g	*	*
5	5	0.2	4081_g	493_g	3678_g	504_g	473_g	*	*	*
5	5	0.2	4087_g	1208_g	1826_g	*	*	574_g	*	3161_g
5	5	0.2	4110_g	*	2068_g	1510_g	1442_g	4095_g	*	*
5	5	0.2	4208_g	3197_g	4793_g	3270_g	*	4122_g	*	*
5	5	0.2	4308_g	1634_g	1541_g	695_g	1609_g	*	*	*
5	5	0.2	4428_g	372_g	609_g	*	362_g	1741_g	*	*
5	5	0.2	481_g	*	4521_g	239_g	214_g	4400_g	*	*
5	5	0.2	482_g	*	2243_g	2319_g	2216_g	1309_g	*	*
5	5	0.2	5081_g	1669_g	*	1727_g	1642_g	2602_g	*	*
5	5	0.2	5621_g	70_g	4672_g	78_g	65_g	*	*	*
5	5	0.2	5641_g	*	2396_g	2478_g	2367_g	1458_g	*	*
5	5	0.2	652_g	*	*	1428_g	1357_g	4792_g	*	1049_g
5	5	0.2	657_g	564_g	3608_g	579_g	541_g	*	*	*
5	5	0.2	6604_g	3300_g	*	3369_g	3279_g	3236_g	*	*
5	5	0.2	6643_g	4478_g	2635_g	4591_g	4485_g	*	*	*
5	5	0.2	6687_g	*	4532_g	229_g	205_g	4389_g	*	*
5	5	0.2	6715_g	1190_g	1842_g	1235_g	*	556_g	*	*
5	5	0.2	6723_g	*	2289_g	2368_g	2261_g	1353_g	*	*
5	5	0.2	6782_g	3209_g	*	3283_g	3183_g	4112_g	*	*
5	5	0.2	6855_g	4710_g	*	4823_g	4711_g	3752_g	*	*
5	5	0.2	6858_g	846_g	430_g	*	828_g	226_g	*	*
5	5	0.2	6869_g	1601_g	1576_g	*	1573_g	2667_g	*	*
5	5	0.2	6875_g	1663_g	1513_g	1720_g	*	2608_g	*	*
5	5	0.2	6890_g	*	3488_g	*	661_g	110_g	*	3033_g
5	5	0.2	7077_g	1789_g	1386_g	*	1759_g	2486_g	*	*
5	5	0.2	825_g	*	1978_g	1467_g	1398_g	4831_g	*	*
5	5	0.2	855_g	4654_g	*	4762_g	4654_g	3807_g	*	*
5	5	0.2	970_g	*	2379_g	2467_g	2350_g	*	*	3276_g
5	5	0.2	983_g	1985_g	110_g	2021_g	1944_g	*	*	*
5	5	0.166	*	*	1972_g	1461_g	1392_g	4825_g	*	3413_g
5	5	0.166	*	*	4124_g	3968_g	3878_g	2181_g	*	1113_g
5	5	0.166	*	*	884_g	3384_g	3294_g	3251_g	*	2652_g
5	5	0.166	*	1309_g	1731_g	1357_g	1291_g	4724_g	*	*
5	5	0.166	*	149_g	4596_g	161_g	142_g	*	*	2843_g
5	5	0.166	*	1586_g	1588_g	1638_g	1562_g	2679_g	*	*
5	5	0.166	*	1603_g	1573_g	1662_g	1576_g	2664_g	*	*
5	5	0.166	*	2172_g	2155_g	2229_g	2129_g	1222_g	*	*
5	5	0.166	*	2214_g	2196_g	2274_g	2170_g	*	*	1746_g
5	5	0.166	*	2243_g	2228_g	2303_g	2200_g	*	*	94_g
5	5	0.166	*	2299_g	2286_g	2365_g	2259_g	*	*	1785_g
5	5	0.166	*	2465_g	2457_g	2537_g	2424_g	1507_g	*	*
5	5	0.166	*	2750_g	4373_g	2818_g	2723_g	1953_g	*	*
5	5	0.166	*	2782_g	4338_g	2856_g	*	1919_g	*	2421_g
5	5	0.166	*	2916_g	5051_g	2995_g	2885_g	2720_g	*	*
